vserver,status,OS,DB,cluster,vhost,DataCenter,vcpu,memory,disk-size,organization,service-id,service-name
sysa29278,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320122,東京２,1,4,60,システム基盤本部,SYS1163,サービス206
sysa29279,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320121,東京２,1,4,60,システム基盤本部,SYS1163,サービス207
sysa29280,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320120,東京２,1,4,60,システム基盤本部,SYS1163,サービス208
sysa29281,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320119,東京２,1,4,60,システム基盤本部,SYS1163,サービス209
sysa29282,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320122,東京２,1,4,60,システム基盤本部,SYS1163,サービス210
sysa29283,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320121,東京２,1,4,60,システム基盤本部,SYS1163,サービス211
sysa29284,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320120,東京２,1,4,60,システム基盤本部,SYS1163,サービス212
sysa29285,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320119,東京２,1,4,60,システム基盤本部,SYS1163,サービス213
sysa29286,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320122,東京２,1,4,60,システム基盤本部,SYS1163,サービス214
sysa29287,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320121,東京２,2,8,60,システム基盤本部,SYS1163,サービス215
sysa29288,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320120,東京２,1,4,60,システム基盤本部,SYS1163,サービス216
sysa29289,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320119,東京２,1,4,60,システム基盤本部,SYS1163,サービス217
sysa29290,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320120,東京２,1,4,60,システム基盤本部,SYS1163,サービス218
sysa29291,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320119,東京２,1,4,60,システム基盤本部,SYS1163,サービス219
sysa29292,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320122,東京２,1,4,60,システム基盤本部,SYS1163,サービス220
sysa29293,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320121,東京２,1,4,60,システム基盤本部,SYS1163,サービス221
sysa29298,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320119,東京２,1,4,60,システム基盤本部,SYS1163,サービス222
sysa29299,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320122,東京２,1,4,60,システム基盤本部,SYS1163,サービス223
sysa29300,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320121,東京２,1,4,60,システム基盤本部,SYS1163,サービス224
sysa29301,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320120,東京２,1,4,60,システム基盤本部,SYS1163,サービス225
sysa29302,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320119,東京２,1,4,60,システム基盤本部,SYS1163,サービス226
sysa29303,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320122,東京２,1,4,60,システム基盤本部,SYS1163,サービス227
sysa29304,ＳＥ構築中,Linux V6 (RHEL),-,OSK5F-C25B,awseb320126,東京２,1,2,140,システム基盤本部,SYS0175,サービス228
sysa29305,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320121,東京２,1,4,60,システム基盤本部,SYS1163,サービス229
sysa29306,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320120,東京２,1,4,60,システム基盤本部,SYS1163,サービス230
sysa29307,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320119,東京２,1,4,60,システム基盤本部,SYS1163,サービス231
sysa29308,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320120,東京２,1,4,60,システム基盤本部,SYS1163,サービス232
sysa29309,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320119,東京２,1,4,60,システム基盤本部,SYS1163,サービス233
sysa29310,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320122,東京２,1,4,60,システム基盤本部,SYS1163,サービス234
sysa29311,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320121,東京２,1,4,60,システム基盤本部,SYS1163,サービス235
sysa29312,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320122,東京２,1,4,60,システム基盤本部,SYS1163,サービス236
sysa29313,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320121,東京２,1,4,60,システム基盤本部,SYS1163,サービス237
sysa29314,ＳＥ構築中,Linux V6 (RHEL),-,OSK5F-C16B,awsef320132,東京２,2,8,350,システム基盤本部,SYS3019,サービス238
sysa29315,運用中,Linux V6 (SL),-,OSK2F-C17A,awseb310125,東京２,4,4,70,システム基盤本部,SYS0125,サービス239
sysa29316,運用中,Linux V6 (SL),-,OSK2F-C17B,awseb310126,東京２,4,4,70,システム基盤本部,SYS0125,サービス240
sysa29317,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320119,東京２,1,4,60,システム基盤本部,SYS1163,サービス241
sysa29318,ＳＥ構築中,Windows 2008 Server,-,OSK5F-C23B,awseb320120,東京２,1,4,60,システム基盤本部,SYS1163,サービス242
sysa29319,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320119,東京２,1,4,60,システム基盤本部,SYS1163,サービス243
sysa29320,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320122,東京２,1,4,60,システム基盤本部,SYS1163,サービス244
sysa29321,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320121,東京２,1,4,60,システム基盤本部,SYS1163,サービス245
sysa29322,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320122,東京２,1,4,60,システム基盤本部,SYS1163,サービス246
sysa29323,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320119,東京２,1,4,60,システム基盤本部,SYS1163,サービス247
sysa29324,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320120,東京２,1,4,60,システム基盤本部,SYS1163,サービス248
sysa29325,運用中,Windows 2008 Server,-,OSK5F-C23A,awseb320121,東京２,1,4,60,システム基盤本部,SYS1163,サービス249
sysa29326,運用中,Windows 2008 Server,-,OSK5F-C23B,awseb320120,東京２,2,8,60,システム基盤本部,SYS1163,サービス250
sysa29328,ＳＥ構築中,Windows 2008 Server,-,OSK5F-C23B,awseb320122,東京２,2,8,60,システム基盤本部,SYS1163,サービス251
sysa29329,運用中,Linux V6 (SL),MySQL,OSK2F-C17A,awseb310125,東京２,1,2,70,システム基盤本部,SYS0125,サービス252
sysa29330,運用中,Linux V6 (SL),MySQL,OSK2F-C17B,awseb310126,東京２,1,2,70,システム基盤本部,SYS0125,サービス253
sysa29331,ＳＥ構築中,Linux V6 (SL),MySQL,OSK5F-C16A,awsef320127,東京２,1,2,70,システム基盤本部,SYS0125,サービス254
sysa29332,ＳＥ構築中,Linux V6 (SL),MySQL,OSK5F-C16B,awsef320128,東京２,1,2,70,システム基盤本部,SYS0125,サービス255
sysa29333,ＳＥ構築中,Linux V6 (SL),MySQL,OSK5F-C16A,awsef320131,東京２,1,2,70,システム基盤本部,SYS0125,サービス256
sysa29334,運用中,Linux V6 (SL),-,OSK5F-C20B,awsef320136,東京２,2,2,50,システム基盤本部,SYS0108,サービス257
sysa29335,運用中,Linux V6 (SL),-,OSK5F-C16A,awsef320127,東京２,1,2,70,システム基盤本部,SYS3076,サービス258
sysa29336,運用中,Linux V6 (SL),-,OSK5F-C16B,awsef320130,東京２,1,2,70,システム基盤本部,SYS3076,サービス259
sysa29343,ＳＥ構築中,-,-,OSK5F-C30A,awseb320157,東京２,4,16,240,システム基盤本部,SYS1156,サービス260
sysa29345,ＳＥ構築中,Linux V6 (SL),-,OSK5F-C16A,awsef320127,東京２,2,8,350,システム基盤本部,SYS3091,サービス261
sysa29346,ＳＥ構築中,Linux V6 (SL),-,OSK5F-C16B,awsef320130,東京２,2,8,350,システム基盤本部,SYS3091,サービス262
sysa29347,ＳＥ構築中,Linux V6 (SL),-,OSK5F-C16A,awsef320127,東京２,2,8,350,システム基盤本部,SYS3091,サービス263
sysa29348,ＳＥ構築中,Linux V6 (SL),-,OSK5F-C16B,awsef320130,東京２,2,8,350,システム基盤本部,SYS3091,サービス264
sysa29350,運用中,Linux V6 (SL),-,OSK5F-C16B,awsef320132,東京２,4,8,350,システム基盤本部,SYS3091,サービス265
sysa29351,運用中,Linux V6 (SL),-,OSK5F-C16A,awsef320129,東京２,4,8,350,システム基盤本部,SYS3091,サービス266
sysa29352,運用中,Linux V6 (SL),-,OSK5F-C16B,awsef320132,東京２,4,8,350,システム基盤本部,SYS3091,サービス267
sysa29353,運用中,Linux V6 (SL),-,OSK5F-C16A,awsef320131,東京２,4,8,350,システム基盤本部,SYS3091,サービス268
sysa29354,運用中,Linux V6 (SL),-,OSK5F-C16B,awsef320128,東京２,4,8,350,システム基盤本部,SYS3091,サービス269
sysa29375,ＳＥ構築中,その他,-,OSK5F-C16A,awsef320131,東京２,2,8,150,システム基盤本部,SYS3114,サービス270
sysa29376,ＳＥ構築中,Linux V6 (SL),-,OSK5F-C16B,awsef320130,東京２,1,1,30,システム基盤本部,SYS3114,サービス271
sysa29377,ＳＥ構築中,Linux V6 (SL),-,OSK5F-C16A,awsef320131,東京２,1,1,30,システム基盤本部,SYS3114,サービス272
sysa29378,ＳＥ構築中,Windows 2012 Server,-,OSK5F-C16B,awsef320128,東京２,1,2,40,システム基盤本部,SYS3114,サービス273
sysa29379,ＳＥ構築中,Linux V6 (SL),-,OSK5F-C20A,awsef320135,東京２,1,2,30,システム基盤本部,SYS1163,サービス274
sysa29380,ＳＥ構築中,-,-,OSK5F-C30A,awseb320157,東京２,4,8,100,システム基盤本部,SYS1156,サービス275
sysa29381,ＳＥ構築中,RedHat EL6(64),-,OSK5F-C16A,awsef320127,東京２,4,8,150,システム基盤本部,SYS3108,サービス276
sysa29382,ＳＥ構築中,RedHat EL6(64),-,OSK5F-C16B,awsef320130,東京２,4,8,150,システム基盤本部,SYS3108,サービス277
sysa29907,運用中,Linux V6 (SL),-,OSK5F-C16A,awsef320131,東京２,2,4,70,システム基盤本部,SYS0125,サービス278
sysa29908,運用中,Linux V6 (SL),-,OSK5F-C16B,awsef320132,東京２,2,4,70,システム基盤本部,SYS0125,サービス279
sysa29909,運用中,Linux V6 (SL),-,OSK5F-C16A,awsef320129,東京２,2,4,70,システム基盤本部,SYS0125,サービス280
sysa29910,運用中,Linux V6 (SL),-,OSK5F-C16B,awsef320128,東京２,2,4,60,システム基盤本部,SYS0125,サービス281
sysa29911,運用中,Linux V6 (SL),-,OSK5F-C16A,awsef320129,東京２,2,4,60,システム基盤本部,SYS0125,サービス282
sysa29912,運用中,Linux V6 (SL),MySQL,OSK5F-C16B,awsef320132,東京２,2,4,300,システム基盤本部,SYS0125,サービス283
sysa29913,運用中,Linux V6 (SL),MySQL,OSK5F-C16A,awsef320131,東京２,2,4,300,システム基盤本部,SYS0125,サービス284
sysa29914,運用中,Linux V6 (SL),MySQL,OSK5F-C16B,awsef320128,東京２,1,2,80,システム基盤本部,SYS0125,サービス285
sysa29915,運用中,Linux V6 (SL),MySQL,OSK5F-C16A,awsef320129,東京２,1,2,80,システム基盤本部,SYS0125,サービス286
sysa29916,運用中,Linux V6 (SL),MySQL,OSK5F-C16B,awsef320130,東京２,1,2,80,システム基盤本部,SYS0125,サービス287
sysa29917,運用中,Linux V6 (SL),-,OSK5F-C16A,awsef320131,東京２,1,2,80,システム基盤本部,SYS1112,サービス288
sysa29918,運用中,Linux V6 (SL),-,OSK5F-C16B,awsef320132,東京２,1,2,80,システム基盤本部,SYS1112,サービス289
sysa29919,運用中,Linux V6 (SL),-,OSK5F-C16A,awsef320131,東京２,1,2,40,システム基盤本部,STD1086,サービス290
sysa29920,運用中,Linux V6 (SL),-,OSK5F-C16B,awsef320132,東京２,1,2,40,システム基盤本部,STD1086,サービス291
sysa29935,運用中,Linux V6 (SL),-,OSK5F-C16A,awsef320131,東京２,4,4,70,システム基盤本部,SYS0125,サービス292
sysa29936,運用中,Linux V6 (SL),-,OSK5F-C16B,awsef320132,東京２,4,4,70,システム基盤本部,SYS0125,サービス293
sysa29937,運用中,Linux V6 (SL),MySQL,OSK5F-C16A,awsef320131,東京２,2,4,300,システム基盤本部,SYS0125,サービス294
sysa29939,運用中,Linux V6 (SL),MySQL,OSK2F-C17A,awseb310117,東京２,2,4,300,システム基盤本部,SYS1226,サービス295
sysa29940,運用中,Linux V6 (SL),MySQL,OSK2F-C17B,awseb310128,東京２,2,4,300,システム基盤本部,SYS1226,サービス296
sysa29941,運用中,Linux V6 (SL),MySQL,OSK2F-C17A,awseb310119,東京２,2,4,300,システム基盤本部,SYS1226,サービス297
sysa29942,運用中,Linux V6 (SL),MySQL,OSK2F-C17B,awseb310120,東京２,2,4,300,システム基盤本部,SYS1226,サービス298
sysa29943,運用中,Linux V6 (RHEL),-,OSK5F-C25A,awseb320125,東京２,2,2,140,システム基盤本部,SYS0175,サービス299
sysa29944,運用中,Linux V6 (RHEL),-,OSK5F-C25B,awseb320126,東京２,2,2,140,システム基盤本部,SYS0175,サービス300
sysa29947,ＳＥ構築中,Linux V6 (SL),-,OSK5F-C16A,awsef320127,東京２,4,4,70,システム基盤本部,SYS0125,サービス301
sysa29948,ＳＥ構築中,Linux V6 (SL),-,OSK5F-C16B,awsef320128,東京２,4,4,70,システム基盤本部,SYS0125,サービス302
sysa29949,ＳＥ構築中,Linux V6 (SL),-,OSK5F-C16A,awsef320129,東京２,4,4,70,システム基盤本部,SYS0125,サービス303
sysa32031,運用中,CentOS 4 (32),-,TKY1F-C4A,awsdk560547,大阪,1,4,30,法人サービス事業部,BSD1574,サービス304
sysa32032,運用中,CentOS 4 (32),-,TKY1F-C4B,awsdk510552,大阪,1,4,30,法人サービス事業部,BSD1574,サービス305
sysa32082,運用中,CentOS 4 (64),-,TKY1F-C4B,awsdk510550,大阪,1,4,60,法人サービス事業部,BSD1574,サービス306
sysa32083,運用中,CentOS 4 (64),-,TKY1F-C4A,awsdk510549,大阪,1,4,60,法人サービス事業部,BSD1574,サービス307
sysa32084,運用中,CentOS 4 (32),-,TKY1F-C4B,awsdk510550,大阪,1,4,30,法人サービス事業部,BSD1574,サービス308
sysa32085,運用中,CentOS 4 (32),-,TKY1F-C4A,awsdk510551,大阪,4,8,20,法人サービス事業部,BSD1574,サービス309
sysa32181,運用中,CentOS 4 (64),-,TKY1F-C4A,awsdk560547,大阪,1,0.5,10,法人サービス事業部,BSD1574,サービス310
sysa32213,運用中,RedHat EL5 ES (64),-,vmcloud003,awsdk510485,大阪,2,4,110,バリューサービス事業部,BSD1617,サービス311
sysa32214,運用中,RedHat EL5 ES (64),-,vmcloud004,awsdk510494,大阪,2,4,110,バリューサービス事業部,BSD1617,サービス312
sysa32221,運用中,RedHat EL5 ES (64),-,vmcloud003,awsdk510489,大阪,1,2,100,バリューサービス事業部,BSD1617,サービス313
sysa32252,運用中,Windows 2008 Server,-,TKY1F-C5A,awsdk560565,大阪,2,4,520,システム基盤本部,SYS1073,サービス314
sysa32253,運用中,Windows 2008 Server,-,TKY1F-C5B,awsdk560564,大阪,2,4,520,システム基盤本部,SYS1073,サービス315
sysa32256,運用中,CentOS 4 (64),-,vmcloud003,awsdk510483,大阪,1,2,40,システム基盤本部,STD1086,サービス316
sysa32257,運用中,CentOS 4 (64),-,vmcloud004,awsdk510452,大阪,1,2,40,システム基盤本部,STD1086,サービス317
sysa32258,運用中,RedHat EL4 ES (64),-,vmcloud003,awsdk510493,大阪,2,4,80,法人サービス事業部,BSD1621,サービス318
sysa32259,運用中,RedHat EL4 ES (64),-,vmcloud004,awsdk510454,大阪,2,4,80,法人サービス事業部,BSD1621,サービス319
sysa32264,運用中,RedHat EL4 ES (64),-,vmcloud003,awsdk510485,大阪,2,4,100,法人サービス事業部,BSD1621,サービス320
sysa32265,運用中,RedHat EL4 ES (64),-,vmcloud004,awsdk510494,大阪,2,4,100,法人サービス事業部,BSD1621,サービス321
sysa32266,運用中,RedHat EL4 ES (64),-,vmcloud003,awsdk510451,大阪,2,4,80,法人サービス事業部,BSD1621,サービス322
sysa32267,運用中,RedHat EL4 ES (64),-,vmcloud004,awsdk510454,大阪,2,4,80,法人サービス事業部,BSD1621,サービス323
sysa32268,運用中,RedHat EL4 ES (64),-,vmcloud003,awsdk510483,大阪,2,4,100,法人サービス事業部,BSD1621,サービス324
sysa32269,運用中,RedHat EL4 ES (64),-,vmcloud004,awsdk510454,大阪,2,4,100,法人サービス事業部,BSD1621,サービス325
sysa32450,運用中,CentOS 4 (64),-,TKY1F-C4B,awsdk510550,大阪,1,4,40,法人サービス事業部,BPS0091,サービス326
sysa32451,運用中,CentOS 4 (64),-,TKY1F-C4A,awsdk510549,大阪,1,4,40,法人サービス事業部,BPS0091,サービス327
sysa32452,運用中,CentOS 4 (64),-,TKY1F-C4B,awsdk510550,大阪,1,2,40,法人サービス事業部,BPS0091,サービス328
sysa32453,運用中,CentOS 4 (64),-,TKY1F-C4A,awsdk510549,大阪,1,2,40,法人サービス事業部,BPS0091,サービス329
sysa32454,運用中,RedHat EL5 ES (64),Oracle,TKY1F-B1A,awsdk510639,大阪,2,4,0,法人サービス事業部,BPS0091,サービス330
sysa32511,運用中,CentOS 4 (32),-,vmcloud003,awsdk510489,大阪,1,2,40,法人サービス事業部,BSD1801,サービス331
sysa32512,運用中,CentOS 4 (32),-,vmcloud004,awsdk510452,大阪,1,2,40,法人サービス事業部,BSD1801,サービス332
sysa32524,運用中,RedHat EL5 ES (64),Oracle,TKY1F-B1A,awsdk510640,大阪,6,24,0,ＩＴシステム本部,BSD1358,サービス333
sysa32525,運用中,RedHat EL5 ES (64),Oracle,TKY1F-B1A,awsdk510639,大阪,6,24,0,ＩＴシステム本部,BSD1358,サービス334
sysa32526,運用中,RedHat EL5 ES (64),Oracle,TKY1F-B1A,awsdk510640,大阪,2,4,0,ＩＴシステム本部,BSD1358,サービス335
sysa32527,運用中,RedHat EL5 ES (64),Oracle,TKY1F-B1A,awsds510637,大阪,2,4,0,ＩＴシステム本部,BSD1358,サービス336
sysa32556,運用中,CentOS 4 (32),-,vmcloud004,awsdk510486,大阪,1,2,40,システム基盤本部,BSD1655,サービス337
sysa32557,運用中,CentOS 4 (32),-,vmcloud003,awsdk510449,大阪,1,2,40,システム基盤本部,BSD1655,サービス338
sysa32558,運用中,CentOS 4 (32),-,vmcloud004,awsdk510452,大阪,1,2,40,システム基盤本部,BSD1655,サービス339
sysa32559,運用中,CentOS 4 (32),-,vmcloud003,awsdk510449,大阪,1,2,40,システム基盤本部,BSD1655,サービス340
sysa32602,運用中,CentOS 4 (64),-,TKY1F-C4B,awsdk560548,大阪,1,2,40,システム基盤本部,STD1086,サービス341
sysa32603,運用中,CentOS 4 (64),-,TKY1F-C4A,awsdk510549,大阪,1,2,40,システム基盤本部,STD1086,サービス342
sysa32604,運用中,RedHat EL5 ES (64),Oracle,TKY1F-B1A,awsdk510640,大阪,2,4,0,法人サービス事業部,SOH0046,サービス343
sysa32605,運用中,CentOS 4 (64),-,TKY1F-C4A,awsdk510551,大阪,1,2,40,法人サービス事業部,BSD1668,サービス344
sysa32686,運用中,RedHat EL5 ES (64),Oracle,TKY1F-B1A,awsdk510640,大阪,2,16,0,ＩＴシステム本部,SYS0242,サービス345
sysa32687,運用中,RedHat EL5 ES (64),Oracle,TKY1F-B1A,awsdk510639,大阪,2,16,0,ＩＴシステム本部,SYS0242,サービス346
sysa32688,運用中,RedHat EL5 ES (64),Oracle,TKY1F-B1A,awsds510638,大阪,2,12,0,ＩＴシステム本部,SYS0242,サービス347
sysa32689,運用中,RedHat EL5 ES (64),Oracle,TKY1F-B1A,awsds510637,大阪,2,12,0,ＩＴシステム本部,SYS0242,サービス348
sysa32690,運用中,RedHat EL5 ES (64),Oracle,TKY1F-B1A,awsds510148,大阪,2,12,0,ＩＴシステム本部,SYS0242,サービス349
sysa32691,運用中,RedHat EL5 ES (64),Oracle,TKY1F-B1A,awsds510147,大阪,2,12,0,ＩＴシステム本部,SYS0242,サービス350
sysa32847,運用中,RedHat EL5 ES (64),Oracle,TKY1F-B1A,awsds510417,大阪,2,4,0,システム基盤本部,SYS0253,サービス351
sysa32848,運用中,RedHat EL5 ES (64),-,TKY1F-B1A,awsds510418,大阪,2,4,0,システム基盤本部,SYS0253,サービス352
sysa32849,運用中,RedHat EL5 ES (64),Oracle,TKY1F-B2A,awsdk510149,大阪,2,4,0,システム基盤本部,SYS0253,サービス353
